388,Oracle India Private Limited,Bengaluru - OTH Block E,,,
389,Oracle India Private Limited,Hyderabad - Campus Phase I,,,
390,Oracle India Private Limited,"Hyderabad - Campus Phase I, II & III",,,
391,Oracle India Private Limited,Hyderabad - Campus Phase II,,,
392,Oracle India Private Limited,Hyderabad - Campus Phase III,,,
393,Oracle India Private Limited,Kolkata - Martin Burn,,,
394,Oracle India Private Limited,New Delhi - Rasvillas,,,
395,Oracle Solution Services India Pvt Ltd.,Bengaluru - Commerce at Mantri,,,
396,Oracle Solution Services India Pvt Ltd.,Bengaluru - Krishna Magnum,,,
397,Oracle Solution Services India Pvt Ltd.,Gurgaon,,,
398,Oracle Solution Services India Pvt Ltd.,Gurgaon - One Horizon Center,,,
399,Oracle Solution Services India Pvt Ltd.,Hyderabad - Ananth Tower C OSSI,,,
400,Oracle Solution Services India Pvt Ltd.,Hyderabad - Cyber Park,,,
401,Oracle Solution Services India Pvt Ltd.,Hyderabad - Salarpuria Sattva Knowledge City OSSI,,,
402,Oracle Solution Services India Pvt Ltd.,Mumbai - FIFC Building,,,
403,Oracle Solution Services India Pvt Ltd.,Mumbai - FIFC Building OSSI,,,
404,Oracle Solution Services India Pvt Ltd.,New Delhi - Noida Bldg 3C T A,,,
405,Oracle Solution Services India Pvt Ltd.,New Delhi - Noida Bldg 3C T A OSSI,,,
406,Oracle Solution Services India Pvt Ltd.,Noida,,,
407,Oracle Solution Services India Pvt Ltd.,Trivandrum - Carnival T.P-I OSSI,,,
408,Oracle Solution Services India Pvt Ltd.,Trivandrum - Carnival T.P-II OSSI,,,
409,Pearson India Education Services Pvt Ltd,Banglore - Divyashree,,,
410,Pearson India Education Services Pvt Ltd,Noida,,,
411,Philips India Limited,Bangalore - North gate,,,
412,Philips India Limited,Gurgaon - DLF,,,
413,Philips India Limited,Kolkata - DLF,,,
414,Philips India Limited,Kolkata - Srijan,,,
415,Philips India Limited,Pune - Pimpri,,,
416,Poonawalla Fincorp Limited,Pune,,,
417,QualityKiosk Technologies Pvt Ltd,Mumbai,,,
418,RELX India Pvt. Ltd.,Mumbai - Andheri,,,
419,Rocket Software,Bangalore,,,
420,Rocket Software,Pune,,,
421,SAP Labs India Pvt. Ltd,Bangalore - BLR 02,,,
422,SAP Labs India Pvt. Ltd,Bangalore- BLR 03,,,
423,SAP Labs India Pvt. Ltd,Gurgaon,,,
424,Schneider Electric IT Business India,Bangalore- IDF 3 (ITBU),,,
425,Schneider Electric IT Business India,Schneider - APW ,,,
426,Societe Generale,Mumbai- Lower parel,,,
427,Societe Generale,New Delhi,,,
428,Stryker Global Technology Center Private Limited,Bangalore,,,
429,Stryker Global Technology Center Private Limited,Chennai,,,
430,Stryker Global Technology Center Private Limited,Gurgaon- Warehouse,,,
431,Table Space,Bangalore- 1 Shobha,,,
432,Table Space,Bangalore- Bagmane Luxor,,,
433,Table Space,Bangalore- Bagmane Solorium,,,
434,Table Space,Bangalore- Bren Optimus,,,
435,Table Space,Bangalore- EGL,,,
436,Table Space,Bangalore- ITPL,,,
437,Table Space,Bangalore- Manyata L6,,,
438,Table Space,Bangalore- Manyata MFAR- 2F,,,
439,Table Space,Bangalore- Manyata N1,,,
440,Table Space,Bangalore- Myanata Mfar - 2F,,,
441,Table Space,bangalore- Prestige Khoday,,,
442,Table Space,Bangalore- Prestige Obelisk,,,
443,Table Space,Bangalore- Prestige Obliske,,,
444,Table Space,Bangalore- Prestige Shantinikethan,,,
445,Table Space,Bangalore- Prestige Trade Tower,,,
446,Table Space,Bangalore- PTP - Etamin,,,
447,Table Space,Bangalore- PTP - Etamin ,,,
